PC1,PC2,PC3,PC4,PC5
-3.8599700500349665,-1.3487219197519311,0.9266057024674377,1.7716885070250665,-0.895577946354418
-4.055337664137431,-1.4151998209343153,0.8819903704678332,1.8069164537893583,-0.890958183107823
-3.8671954950833194,-1.3099337158891498,1.0106262538326674,1.7624766096464768,-0.8729406477128171
-4.445045081672431,-1.4596726929589023,0.5875192160517297,-0.7817993585065982,0.05170292668156208
-4.445045081672431,-1.4596726929589023,0.5875192160517297,-0.7817993585065982,0.05170292668156208
-4.390336856773026,-1.442788068208564,0.6003778150776281,-0.7911846260516889,0.05028775037081103
-4.488460107028534,-1.474445559888321,0.5776046978295954,-0.773970925892311,0.05272954073636106
-4.368629344094974,-1.4354016347438547,0.6053350741886954,-0.7950988423588327,0.04977444334341154
-5.542093253634812,-1.592604221273794,0.652451302487913,0.9674218536980945,-0.5434833601594856
-5.552507566769562,-1.597878896917584,0.6504381241806099,0.9697792350744342,-0.5433586153880383
-5.628976755704285,-0.9225000361466512,0.9925927088005728,1.4394935129632658,-0.19623498676690881
-5.397402878623612,-1.965193453693321,-0.3139853588917832,0.20572333945364002,-0.12341940049390013
-5.071790188452837,-1.8543969517226808,-0.23962647222577577,0.14701009484648714,-0.13111900590489192
-5.527647954691922,-2.009512054481577,-0.3437289135581861,0.22920863729650115,-0.12033955832950341
-5.516354755148621,-2.0074002966606574,-0.3407848327544219,0.22765180236569732,-0.1207281205854556
-5.964059736394191,-1.3763914387165712,0.17038304234383056,0.5945980713577548,0.3165051177091756
-4.621325530253898,-0.816001312087773,0.7654531605436609,0.23429194165950465,0.20977668887560716
-3.016224143895365,-1.4676477071061278,-0.17126731903510015,2.1512969126109067,0.5506100104031653
-2.7918923945335026,-1.3088205312687617,0.05130363391709809,2.089816738475148,0.5902382303849734
-2.900429957923761,-1.3457526985923087,0.02651733836176225,2.1093878200108658,0.5928047655219707
-2.9769547920124517,-1.3444205703035583,0.44117716297228465,1.6838868294933385,-0.3672329709359162
-2.9873691051472018,-1.3496952459473481,0.4391639846649816,1.6862442108696782,-0.3671082261644689
-3.194029918792968,-1.4182849049506518,0.39160457186161307,1.7230289925647737,-0.36209990066192166
-3.1393216938935633,-1.4014002802003138,0.40446317088751144,1.7136437250196828,-0.3635150769726727
-2.658609231595863,-1.220953345147511,0.6542615889645745,1.4774284475707384,-0.6494275423435663
-2.7147155520860746,-1.3534734228966427,0.40585466582145746,1.5164609224368626,-0.7098835390120711
-2.6495930140519195,-1.3313141225025147,0.420726443154659,1.504718273515432,-0.7114234600942695
-2.7364230647641263,-1.3608598563613523,0.4008974067103903,1.520375138744006,-0.7093702319846718
-2.7797028333283,-1.36440459216469,0.27029807797085403,1.6943589333887903,-0.34887270458688235
-2.027880499625353,-0.6710951305896383,0.6320961347234046,2.003689849821423,-0.02949961879639459
